timestamp_ms,NO2,C2H5CH,VOC,CO
66400.0,587.0,695.0,537.0,552.0
66500.0,587.0,694.0,537.0,551.0
66600.0,587.0,695.0,538.0,551.0
66700.0,588.0,694.0,537.0,551.0
66800.0,588.0,695.0,537.0,550.0
66900.0,588.0,694.0,537.0,553.0
67000.0,587.0,695.0,537.0,551.0
67100.0,587.0,696.0,538.0,553.0
67200.0,588.0,696.0,538.0,552.0
67300.0,588.0,696.0,538.0,552.0
67400.0,589.0,696.0,538.0,552.0
67500.0,587.0,696.0,538.0,553.0
67600.0,588.0,696.0,538.0,553.0
67700.0,588.0,696.0,539.0,554.0
67800.0,589.0,696.0,539.0,554.0
67900.0,588.0,696.0,539.0,555.0
68000.0,587.0,696.0,540.0,553.0
68100.0,589.0,697.0,540.0,553.0
68200.0,589.0,696.0,541.0,553.0
68300.0,588.0,698.0,540.0,553.0
68400.0,588.0,697.0,540.0,554.0
68500.0,588.0,697.0,540.0,554.0
68600.0,589.0,697.0,541.0,553.0
68700.0,589.0,698.0,541.0,554.0
68800.0,588.0,697.0,540.0,553.0
68900.0,589.0,698.0,541.0,553.0
69000.0,589.0,698.0,541.0,553.0
69100.0,588.0,698.0,541.0,554.0
69200.0,588.0,697.0,541.0,553.0
69300.0,589.0,698.0,542.0,554.0
69400.0,590.0,697.0,542.0,554.0
69500.0,589.0,698.0,542.0,554.0
69600.0,588.0,698.0,542.0,554.0
69700.0,589.0,697.0,543.0,554.0
69800.0,589.0,698.0,543.0,553.0
69900.0,589.0,698.0,543.0,554.0
70000.0,589.0,698.0,543.0,555.0
70100.0,589.0,698.0,543.0,553.0
70200.0,589.0,698.0,543.0,555.0
70300.0,590.0,699.0,543.0,555.0
70400.0,589.0,699.0,543.0,554.0
70500.0,589.0,699.0,543.0,555.0
70600.0,590.0,699.0,544.0,556.0
70700.0,590.0,700.0,544.0,554.0
70800.0,589.0,699.0,544.0,555.0
70900.0,590.0,699.0,544.0,555.0
71000.0,589.0,698.0,545.0,555.0
71100.0,590.0,699.0,545.0,555.0
71200.0,590.0,699.0,544.0,556.0
71300.0,590.0,700.0,545.0,556.0
71400.0,589.0,699.0,545.0,555.0
71500.0,590.0,700.0,546.0,554.0
71600.0,590.0,700.0,546.0,555.0
71700.0,590.0,700.0,546.0,555.0
71800.0,590.0,700.0,546.0,555.0
71900.0,590.0,700.0,545.0,555.0
72000.0,589.0,700.0,546.0,555.0
72100.0,590.0,700.0,546.0,556.0
72200.0,590.0,700.0,546.0,556.0
72300.0,590.0,700.0,547.0,554.0
72400.0,590.0,700.0,547.0,556.0
72500.0,590.0,701.0,546.0,556.0
72600.0,591.0,700.0,547.0,556.0
72700.0,590.0,700.0,547.0,556.0
72800.0,590.0,701.0,547.0,556.0
72900.0,590.0,701.0,547.0,557.0
73000.0,590.0,701.0,547.0,557.0
73100.0,591.0,702.0,548.0,557.0
73200.0,590.0,701.0,548.0,557.0
73300.0,590.0,702.0,548.0,557.0
73400.0,591.0,702.0,547.0,556.0
73500.0,590.0,701.0,548.0,557.0
73600.0,590.0,702.0,548.0,557.0
73700.0,591.0,702.0,549.0,557.0
73800.0,591.0,702.0,549.0,557.0
73900.0,590.0,701.0,549.0,557.0
74000.0,590.0,701.0,549.0,557.0
74100.0,591.0,702.0,549.0,557.0
74200.0,590.0,702.0,550.0,557.0
74300.0,590.0,703.0,550.0,557.0
74400.0,590.0,702.0,549.0,557.0
74500.0,591.0,702.0,549.0,558.0
74600.0,591.0,703.0,550.0,558.0
74700.0,591.0,702.0,550.0,557.0
74800.0,591.0,703.0,550.0,557.0
74900.0,591.0,703.0,550.0,558.0
75000.0,591.0,702.0,550.0,558.0
75100.0,590.0,703.0,550.0,557.0
75200.0,591.0,703.0,551.0,557.0
75300.0,591.0,703.0,551.0,557.0
75400.0,591.0,703.0,552.0,558.0
75500.0,590.0,703.0,551.0,558.0
75600.0,591.0,703.0,551.0,558.0
75700.0,591.0,703.0,551.0,557.0
75800.0,591.0,704.0,552.0,559.0
75900.0,591.0,703.0,551.0,558.0
76000.0,591.0,703.0,551.0,558.0
76100.0,591.0,703.0,552.0,559.0
76200.0,591.0,704.0,553.0,559.0
76300.0,591.0,703.0,552.0,558.0
76400.0,591.0,705.0,552.0,560.0
76500.0,591.0,704.0,552.0,560.0
76600.0,591.0,703.0,553.0,559.0
76700.0,591.0,704.0,552.0,560.0
76800.0,591.0,704.0,553.0,560.0
76900.0,591.0,704.0,554.0,560.0
77000.0,592.0,705.0,553.0,559.0
77100.0,591.0,704.0,553.0,560.0
77200.0,591.0,705.0,553.0,560.0
77300.0,591.0,704.0,553.0,560.0
77400.0,592.0,704.0,553.0,560.0
77500.0,592.0,705.0,554.0,560.0
77600.0,591.0,704.0,553.0,561.0
77700.0,592.0,705.0,554.0,561.0
77800.0,592.0,704.0,554.0,560.0
77900.0,591.0,705.0,554.0,561.0
78000.0,592.0,704.0,554.0,561.0
78100.0,592.0,705.0,554.0,561.0
78200.0,591.0,704.0,555.0,561.0
78300.0,592.0,705.0,555.0,562.0
78400.0,592.0,705.0,555.0,560.0
78500.0,592.0,706.0,555.0,561.0
78600.0,592.0,705.0,556.0,561.0
78700.0,592.0,706.0,555.0,560.0
78800.0,592.0,706.0,556.0,562.0
78900.0,592.0,706.0,556.0,562.0
79000.0,592.0,706.0,556.0,562.0
79100.0,592.0,705.0,556.0,561.0
79200.0,592.0,706.0,556.0,563.0
79300.0,592.0,706.0,556.0,562.0
79400.0,592.0,706.0,556.0,562.0
79500.0,592.0,706.0,556.0,562.0
79600.0,592.0,707.0,556.0,561.0
79700.0,591.0,706.0,557.0,561.0
79800.0,593.0,707.0,557.0,562.0
79900.0,592.0,707.0,557.0,562.0
80000.0,592.0,707.0,557.0,562.0
80100.0,592.0,706.0,557.0,562.0
80200.0,592.0,707.0,557.0,561.0
80300.0,592.0,706.0,557.0,561.0
80400.0,592.0,706.0,558.0,562.0
80500.0,592.0,706.0,558.0,562.0
80600.0,593.0,707.0,558.0,561.0
80700.0,592.0,707.0,558.0,561.0
80800.0,593.0,707.0,558.0,562.0
80900.0,593.0,707.0,559.0,562.0
81000.0,592.0,707.0,559.0,562.0
81100.0,592.0,707.0,559.0,563.0
81200.0,592.0,708.0,559.0,562.0
81300.0,592.0,707.0,558.0,562.0
81400.0,592.0,707.0,559.0,562.0
81500.0,593.0,708.0,559.0,564.0
81600.0,592.0,708.0,559.0,563.0
81700.0,593.0,708.0,559.0,563.0
81800.0,592.0,708.0,559.0,562.0
81900.0,592.0,708.0,560.0,562.0
82000.0,593.0,707.0,560.0,562.0
82100.0,593.0,707.0,560.0,562.0
82200.0,592.0,708.0,560.0,562.0
82300.0,593.0,708.0,560.0,564.0
82400.0,593.0,708.0,560.0,563.0
82500.0,592.0,709.0,560.0,563.0
82600.0,592.0,708.0,560.0,564.0
82700.0,592.0,709.0,561.0,563.0
82800.0,593.0,707.0,561.0,563.0
82900.0,592.0,709.0,561.0,563.0
83000.0,593.0,708.0,561.0,562.0
83100.0,592.0,708.0,561.0,562.0
83200.0,593.0,708.0,560.0,563.0
83300.0,592.0,709.0,560.0,563.0
83400.0,592.0,708.0,562.0,564.0
83500.0,592.0,708.0,562.0,563.0
83600.0,592.0,709.0,561.0,564.0
83700.0,594.0,709.0,562.0,564.0
83800.0,593.0,709.0,562.0,564.0
83900.0,593.0,708.0,562.0,563.0
84000.0,593.0,709.0,561.0,563.0
84100.0,593.0,708.0,562.0,563.0
84200.0,592.0,709.0,562.0,563.0
84300.0,593.0,709.0,563.0,563.0
84400.0,593.0,709.0,563.0,563.0
84500.0,594.0,709.0,563.0,563.0
84600.0,593.0,709.0,563.0,564.0
84700.0,593.0,709.0,563.0,565.0
84800.0,594.0,710.0,563.0,563.0
84900.0,593.0,709.0,563.0,563.0
85000.0,593.0,710.0,564.0,565.0
85100.0,593.0,710.0,562.0,564.0
85200.0,593.0,709.0,563.0,565.0
85300.0,593.0,709.0,564.0,564.0
85400.0,594.0,710.0,563.0,564.0
85500.0,593.0,710.0,564.0,564.0
85600.0,592.0,710.0,563.0,564.0
85700.0,593.0,709.0,564.0,565.0
85800.0,593.0,710.0,563.0,564.0
85900.0,593.0,709.0,565.0,565.0
86000.0,594.0,710.0,564.0,565.0
86100.0,594.0,710.0,565.0,565.0
86200.0,593.0,710.0,564.0,564.0
86300.0,593.0,709.0,565.0,564.0
86400.0,593.0,711.0,565.0,566.0
86500.0,593.0,711.0,566.0,565.0
86600.0,594.0,711.0,565.0,565.0
86700.0,594.0,710.0,565.0,565.0
86800.0,593.0,711.0,565.0,565.0
86900.0,594.0,710.0,565.0,565.0
87000.0,594.0,710.0,565.0,565.0
87100.0,593.0,711.0,565.0,565.0
87200.0,594.0,710.0,565.0,566.0
87300.0,593.0,710.0,566.0,565.0
87400.0,593.0,711.0,566.0,565.0
87500.0,593.0,711.0,567.0,566.0
87600.0,594.0,711.0,566.0,566.0
87700.0,593.0,711.0,566.0,565.0
87800.0,594.0,711.0,566.0,565.0
87900.0,594.0,710.0,567.0,566.0
88000.0,594.0,711.0,567.0,565.0
88100.0,593.0,710.0,566.0,565.0
88200.0,594.0,710.0,567.0,565.0
88300.0,594.0,711.0,567.0,566.0
88400.0,594.0,711.0,567.0,566.0
88500.0,594.0,710.0,567.0,566.0
88600.0,594.0,711.0,567.0,566.0
88700.0,593.0,710.0,567.0,566.0
88800.0,593.0,711.0,567.0,566.0
88900.0,593.0,710.0,568.0,566.0
89000.0,594.0,711.0,567.0,566.0
89100.0,594.0,711.0,568.0,566.0
89200.0,594.0,711.0,568.0,565.0
89300.0,594.0,711.0,568.0,565.0
89400.0,594.0,711.0,568.0,566.0
89500.0,593.0,712.0,568.0,566.0
89600.0,594.0,712.0,568.0,567.0
89700.0,593.0,711.0,568.0,567.0
89800.0,593.0,711.0,568.0,566.0
89900.0,593.0,712.0,568.0,566.0
